PheCode	Number of cases	Number of controls	Number of excluded controls	Phenotype Description	Phenotype Category	url_sum	URL QQ Plot	URL-QQPlot	URL Manhattan Plot	URL-ManhattanPlot
1010	"5,972"	"402,989"	0	Other tests	symptoms	wget https://www.dropbox.com/s/3thuz62lcmdk6k0/PheCode_1010_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/7h9pumv0tpt6gmd/1010-Othertests-5972cases-402989controls.qq.pdf?dl=0	https://www.dropbox.com/s/7h9pumv0tpt6gmd/1010-Othertests-5972cases-402989controls.qq.pdf?dl=0	https://www.dropbox.com/s/l0e4a4rct2guyex/1010-Othertests-5972cases-402989controls.mh.pdf?dl=0	https://www.dropbox.com/s/l0e4a4rct2guyex/1010-Othertests-5972cases-402989controls.mh.pdf?dl=0
1011	"9,140"	"399,821"	0	Complications of surgical and medical procedures	injuries & poisonings	wget https://www.dropbox.com/s/pel1b8ty4nynok6/PheCode_1011_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xkj8ljro31srcer/1011-Complicationsofsurgicalandmedicalprocedures-9140cases-399821controls.qq.pdf?dl=0	https://www.dropbox.com/s/xkj8ljro31srcer/1011-Complicationsofsurgicalandmedicalprocedures-9140cases-399821controls.qq.pdf?dl=0	https://www.dropbox.com/s/2jhq9c7v4d1435v/1011-Complicationsofsurgicalandmedicalprocedures-9140cases-399821controls.mh.pdf?dl=0	https://www.dropbox.com/s/2jhq9c7v4d1435v/1011-Complicationsofsurgicalandmedicalprocedures-9140cases-399821controls.mh.pdf?dl=0
1012	106	"408,855"	0	Late effect	injuries & poisonings	wget https://www.dropbox.com/s/64rr5vyvmxkucnt/PheCode_1012_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/eni8sl5a2lo4zl9/1012-Lateeffect-106cases-408855controls.qq.pdf?dl=0	https://www.dropbox.com/s/eni8sl5a2lo4zl9/1012-Lateeffect-106cases-408855controls.qq.pdf?dl=0	https://www.dropbox.com/s/tk3v7v2w6t5gpoz/1012-Lateeffect-106cases-408855controls.mh.pdf?dl=0	https://www.dropbox.com/s/tk3v7v2w6t5gpoz/1012-Lateeffect-106cases-408855controls.mh.pdf?dl=0
1013	238	"408,723"	0	Asphyxia and hypoxemia	respiratory	wget https://www.dropbox.com/s/fna9z7oitgdbd70/PheCode_1013_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/fbdn721yx2dv2p7/1013-Asphyxiaandhypoxemia-238cases-408723controls.qq.pdf?dl=0	https://www.dropbox.com/s/fbdn721yx2dv2p7/1013-Asphyxiaandhypoxemia-238cases-408723controls.qq.pdf?dl=0	https://www.dropbox.com/s/9yg91fh8qdyqnug/1013-Asphyxiaandhypoxemia-238cases-408723controls.mh.pdf?dl=0	https://www.dropbox.com/s/9yg91fh8qdyqnug/1013-Asphyxiaandhypoxemia-238cases-408723controls.mh.pdf?dl=0
1014	65	"408,896"	0	"Effects of heat, cold and air pressure"	injuries & poisonings	wget https://www.dropbox.com/s/64bn3gse4n2hrbl/PheCode_1014_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/l1r5w1q2cfkthp4/1014-Effectsofheat-coldandairpressure-65cases-408896controls.qq.pdf?dl=0	https://www.dropbox.com/s/l1r5w1q2cfkthp4/1014-Effectsofheat-coldandairpressure-65cases-408896controls.qq.pdf?dl=0	https://www.dropbox.com/s/5hgqk6k8jixik3v/1014-Effectsofheat-coldandairpressure-65cases-408896controls.mh.pdf?dl=0	https://www.dropbox.com/s/5hgqk6k8jixik3v/1014-Effectsofheat-coldandairpressure-65cases-408896controls.mh.pdf?dl=0
1015	"4,230"	"404,731"	0	Effects of other external causes	symptoms	wget https://www.dropbox.com/s/t6wuasxzktnfyy9/PheCode_1015_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/kaumlvcxv8bx5l9/1015-Effectsofotherexternalcauses-4230cases-404731controls.qq.pdf?dl=0	https://www.dropbox.com/s/kaumlvcxv8bx5l9/1015-Effectsofotherexternalcauses-4230cases-404731controls.qq.pdf?dl=0	https://www.dropbox.com/s/07z1yyrip5zyk2u/1015-Effectsofotherexternalcauses-4230cases-404731controls.mh.pdf?dl=0	https://www.dropbox.com/s/07z1yyrip5zyk2u/1015-Effectsofotherexternalcauses-4230cases-404731controls.mh.pdf?dl=0
1019	"16,398"	"392,563"	0	Other ill-defined and unknown causes of morbidity and mortality	symptoms	wget https://www.dropbox.com/s/x5h5cf7qwglcvdd/PheCode_1019_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/4rd9xfj8v8hu480/1019-Otherill-definedandunknowncausesofmorbidityandmortality-16398cases-392563controls.qq.pdf?dl=0	https://www.dropbox.com/s/4rd9xfj8v8hu480/1019-Otherill-definedandunknowncausesofmorbidityandmortality-16398cases-392563controls.qq.pdf?dl=0	https://www.dropbox.com/s/ky3oue5yocx7bgk/1019-Otherill-definedandunknowncausesofmorbidityandmortality-16398cases-392563controls.mh.pdf?dl=0	https://www.dropbox.com/s/ky3oue5yocx7bgk/1019-Otherill-definedandunknowncausesofmorbidityandmortality-16398cases-392563controls.mh.pdf?dl=0
110	286	"406,301"	"2,374"	Dermatophytosis / Dermatomycosis	infectious diseases	wget https://www.dropbox.com/s/4r5gqpd91ebi58a/PheCode_110_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/x5hywrchxwwaj4z/110-DermatophytosisDermatomycosis-286cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/x5hywrchxwwaj4z/110-DermatophytosisDermatomycosis-286cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/xo0lt8iyacvfxss/110-DermatophytosisDermatomycosis-286cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/xo0lt8iyacvfxss/110-DermatophytosisDermatomycosis-286cases-406301controls.mh.pdf?dl=0
110.1	280	"406,301"	"2,380"	Dermatophytosis	infectious diseases	wget https://www.dropbox.com/s/5ug64fuwbddbt21/PheCode_110.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/57lh9mk7egtfl8l/110.1-Dermatophytosis-280cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/57lh9mk7egtfl8l/110.1-Dermatophytosis-280cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/2rgp55li09q9bfx/110.1-Dermatophytosis-280cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/2rgp55li09q9bfx/110.1-Dermatophytosis-280cases-406301controls.mh.pdf?dl=0
110.11	76	"406,301"	"2,584"	Dermatophytosis of nail	infectious diseases	wget https://www.dropbox.com/s/7ko5wf94j6y1hrn/PheCode_110.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/8qrb4uc98nfrl0i/110.11-Dermatophytosisofnail-76cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/8qrb4uc98nfrl0i/110.11-Dermatophytosisofnail-76cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/5uiboec3ge7yotm/110.11-Dermatophytosisofnail-76cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/5uiboec3ge7yotm/110.11-Dermatophytosisofnail-76cases-406301controls.mh.pdf?dl=0
110.12	141	"406,301"	"2,519"	Althete's foot	infectious diseases	wget https://www.dropbox.com/s/cmciteyq9j2m37b/PheCode_110.12_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/7sui3a6wmi1sk66/110.12-Althetesfoot-141cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/7sui3a6wmi1sk66/110.12-Althetesfoot-141cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/5pyv0slnc9piivw/110.12-Althetesfoot-141cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/5pyv0slnc9piivw/110.12-Althetesfoot-141cases-406301controls.mh.pdf?dl=0
112	"2,134"	"406,301"	526	Candidiasis	infectious diseases	wget https://www.dropbox.com/s/r3hl7t47fkouqdc/PheCode_112_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/t9m734r4k19ytdk/112-Candidiasis-2134cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/t9m734r4k19ytdk/112-Candidiasis-2134cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/i2vpl5qmy43edr2/112-Candidiasis-2134cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/i2vpl5qmy43edr2/112-Candidiasis-2134cases-406301controls.mh.pdf?dl=0
117	268	"406,301"	"2,392"	Mycoses	infectious diseases	wget https://www.dropbox.com/s/ql0jegofjge2rig/PheCode_117_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/yn7a0eyfylj4tdt/117-Mycoses-268cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/yn7a0eyfylj4tdt/117-Mycoses-268cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/9du92x65gnqnpwq/117-Mycoses-268cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/9du92x65gnqnpwq/117-Mycoses-268cases-406301controls.mh.pdf?dl=0
117.4	163	"406,301"	"2,497"	Aspergillosis	infectious diseases	wget https://www.dropbox.com/s/vx5ltieggpxixq4/PheCode_117.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/z89x51u5twdixal/117.4-Aspergillosis-163cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/z89x51u5twdixal/117.4-Aspergillosis-163cases-406301controls.qq.pdf?dl=0	https://www.dropbox.com/s/5zj5uf7bv0lt629/117.4-Aspergillosis-163cases-406301controls.mh.pdf?dl=0	https://www.dropbox.com/s/5zj5uf7bv0lt629/117.4-Aspergillosis-163cases-406301controls.mh.pdf?dl=0
130	80	"408,429"	452	Spirochetal infection	infectious diseases	wget https://www.dropbox.com/s/xnv5pjx3u4id3k0/PheCode_130_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/rcwhly0iuw5x8px/130-Spirochetalinfection-80cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/rcwhly0iuw5x8px/130-Spirochetalinfection-80cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/73hovngfllvhc1k/130-Spirochetalinfection-80cases-408429controls.mh.pdf?dl=0	https://www.dropbox.com/s/73hovngfllvhc1k/130-Spirochetalinfection-80cases-408429controls.mh.pdf?dl=0
133	70	"408,429"	462	Arthropod-borne diseases	infectious diseases	wget https://www.dropbox.com/s/ilvg33qxndlq4cv/PheCode_133_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/wtmlxem083oyuy9/133-Arthropod-bornediseases-70cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/wtmlxem083oyuy9/133-Arthropod-bornediseases-70cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/7znqaa8e2psn30z/133-Arthropod-bornediseases-70cases-408429controls.mh.pdf?dl=0	https://www.dropbox.com/s/7znqaa8e2psn30z/133-Arthropod-bornediseases-70cases-408429controls.mh.pdf?dl=0
134	129	"408,429"	403	Helminthiases	infectious diseases	wget https://www.dropbox.com/s/yh4yw0ayyv2huei/PheCode_134_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xaqfi3jn65c9w62/134-Helminthiases-129cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/xaqfi3jn65c9w62/134-Helminthiases-129cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/cvowy6c57idqu9n/134-Helminthiases-129cases-408429controls.mh.pdf?dl=0	https://www.dropbox.com/s/cvowy6c57idqu9n/134-Helminthiases-129cases-408429controls.mh.pdf?dl=0
134.1	107	"408,429"	425	Intestinal helminthiases	infectious diseases	wget https://www.dropbox.com/s/tdr2r3kl6ytj3ww/PheCode_134.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/f4yngu3w4uxdwrb/134.1-Intestinalhelminthiases-107cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/f4yngu3w4uxdwrb/134.1-Intestinalhelminthiases-107cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/u8l2b42cbm9pi6o/134.1-Intestinalhelminthiases-107cases-408429controls.mh.pdf?dl=0	https://www.dropbox.com/s/u8l2b42cbm9pi6o/134.1-Intestinalhelminthiases-107cases-408429controls.mh.pdf?dl=0
136	205	"408,429"	327	Other infectious and parasitic diseases	infectious diseases	wget https://www.dropbox.com/s/uqjew2dj0jefk24/PheCode_136_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/nxyg5vekx7dx3us/136-Otherinfectiousandparasiticdiseases-205cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/nxyg5vekx7dx3us/136-Otherinfectiousandparasiticdiseases-205cases-408429controls.qq.pdf?dl=0	https://www.dropbox.com/s/yuk1pocitpqxp7v/136-Otherinfectiousandparasiticdiseases-205cases-408429controls.mh.pdf?dl=0	https://www.dropbox.com/s/yuk1pocitpqxp7v/136-Otherinfectiousandparasiticdiseases-205cases-408429controls.mh.pdf?dl=0
145	643	"406,821"	"1,497"	Cancer of mouth	neoplasms	wget https://www.dropbox.com/s/9kst7c9b0h8r9ih/PheCode_145_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/46gq6h9x2yk1nvz/145-Cancerofmouth-643cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/46gq6h9x2yk1nvz/145-Cancerofmouth-643cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/ucr17cpa38ait8c/145-Cancerofmouth-643cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/ucr17cpa38ait8c/145-Cancerofmouth-643cases-406821controls.mh.pdf?dl=0
145.2	308	"406,821"	"1,832"	Cancer of tongue	neoplasms	wget https://www.dropbox.com/s/fw1z9azzkn6iw27/PheCode_145.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/hyewg5p5ntp0onm/145.2-Canceroftongue-308cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/hyewg5p5ntp0onm/145.2-Canceroftongue-308cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/8jdg4bf6bnnp1r3/145.2-Canceroftongue-308cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/8jdg4bf6bnnp1r3/145.2-Canceroftongue-308cases-406821controls.mh.pdf?dl=0
145.3	104	"406,821"	"2,036"	Cancer of major salivary glands	neoplasms	wget https://www.dropbox.com/s/xq6a4woc029mxoa/PheCode_145.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/l85ctmtz37skcoq/145.3-Cancerofmajorsalivaryglands-104cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/l85ctmtz37skcoq/145.3-Cancerofmajorsalivaryglands-104cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/r36rsjvc6a00wj2/145.3-Cancerofmajorsalivaryglands-104cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/r36rsjvc6a00wj2/145.3-Cancerofmajorsalivaryglands-104cases-406821controls.mh.pdf?dl=0
145.5	54	"406,821"	"2,086"	Cancer of the mouth floor	neoplasms	wget https://www.dropbox.com/s/ss6p8zivk68cx6s/PheCode_145.5_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/pdxjyhn0lry26nj/145.5-Cancerofthemouthfloor-54cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/pdxjyhn0lry26nj/145.5-Cancerofthemouthfloor-54cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/3n2qkyfxgv7l30e/145.5-Cancerofthemouthfloor-54cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/3n2qkyfxgv7l30e/145.5-Cancerofthemouthfloor-54cases-406821controls.mh.pdf?dl=0
149	628	"406,821"	"1,512"	"Cancer of larynx, pharynx, nasal cavities"	neoplasms	wget https://www.dropbox.com/s/yneyqfyjw5haasm/PheCode_149_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/1y4c3a9gl64lomz/149-Canceroflarynx-pharynx-nasalcavities-628cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/1y4c3a9gl64lomz/149-Canceroflarynx-pharynx-nasalcavities-628cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/gemfld710oe9ybg/149-Canceroflarynx-pharynx-nasalcavities-628cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/gemfld710oe9ybg/149-Canceroflarynx-pharynx-nasalcavities-628cases-406821controls.mh.pdf?dl=0
149.1	246	"406,821"	"1,894"	Cancer of oropharynx	neoplasms	wget https://www.dropbox.com/s/paf50gia2qwpc4e/PheCode_149.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/mwdpcm8wxi0qkb0/149.1-Canceroforopharynx-246cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/mwdpcm8wxi0qkb0/149.1-Canceroforopharynx-246cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/6gd4r5kuacg2z0d/149.1-Canceroforopharynx-246cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/6gd4r5kuacg2z0d/149.1-Canceroforopharynx-246cases-406821controls.mh.pdf?dl=0
149.4	258	"406,821"	"1,882"	Cancer of larynx	neoplasms	wget https://www.dropbox.com/s/8ny7s6eeystqivw/PheCode_149.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/0c1y1m532u7w1lq/149.4-Canceroflarynx-258cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/0c1y1m532u7w1lq/149.4-Canceroflarynx-258cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/k5uzlyubahg1hqh/149.4-Canceroflarynx-258cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/k5uzlyubahg1hqh/149.4-Canceroflarynx-258cases-406821controls.mh.pdf?dl=0
149.9	57	"406,821"	"2,083"	Cancer of of nasal cavities	neoplasms	wget https://www.dropbox.com/s/rzjp4qi8mge5e6b/PheCode_149.9_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/2i5s79154s67nvl/149.9-Cancerofofnasalcavities-57cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/2i5s79154s67nvl/149.9-Cancerofofnasalcavities-57cases-406821controls.qq.pdf?dl=0	https://www.dropbox.com/s/tkn0xnoypu3xxey/149.9-Cancerofofnasalcavities-57cases-406821controls.mh.pdf?dl=0	https://www.dropbox.com/s/tkn0xnoypu3xxey/149.9-Cancerofofnasalcavities-57cases-406821controls.mh.pdf?dl=0
150	720	"393,372"	"14,869"	Cancer of esophagus	neoplasms	wget https://www.dropbox.com/s/pdtq5dupfylv603/PheCode_150_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ghtd5i1rm6cgnpw/150-Cancerofesophagus-720cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/ghtd5i1rm6cgnpw/150-Cancerofesophagus-720cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/mn4wczqwyyoomw8/150-Cancerofesophagus-720cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/mn4wczqwyyoomw8/150-Cancerofesophagus-720cases-393372controls.mh.pdf?dl=0
151	554	"393,372"	"15,035"	Cancer of stomach	neoplasms	wget https://www.dropbox.com/s/adk8mtqj5gospx7/PheCode_151_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/z4frfq2jrdzr17g/151-Cancerofstomach-554cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/z4frfq2jrdzr17g/151-Cancerofstomach-554cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/zfadtfntwknbetx/151-Cancerofstomach-554cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/zfadtfntwknbetx/151-Cancerofstomach-554cases-393372controls.mh.pdf?dl=0
153	"4,562"	"382,756"	"21,643"	Colorectal cancer	neoplasms	wget https://www.dropbox.com/s/9fhv2m7su13zef3/PheCode_153_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/7kav7tocj99x38h/153-Colorectalcancer-4562cases-382756controls.qq.pdf?dl=0	https://www.dropbox.com/s/7kav7tocj99x38h/153-Colorectalcancer-4562cases-382756controls.qq.pdf?dl=0	https://www.dropbox.com/s/qa4sxhk7bnt846z/153-Colorectalcancer-4562cases-382756controls.mh.pdf?dl=0	https://www.dropbox.com/s/qa4sxhk7bnt846z/153-Colorectalcancer-4562cases-382756controls.mh.pdf?dl=0
153.2	"3,051"	"382,756"	"23,154"	Colon cancer	neoplasms	wget https://www.dropbox.com/s/o96iohqk224bjir/PheCode_153.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/iupfg244igyo69j/153.2-Coloncancer-3051cases-382756controls.qq.pdf?dl=0	https://www.dropbox.com/s/iupfg244igyo69j/153.2-Coloncancer-3051cases-382756controls.qq.pdf?dl=0	https://www.dropbox.com/s/m4aj5apvwjays5j/153.2-Coloncancer-3051cases-382756controls.mh.pdf?dl=0	https://www.dropbox.com/s/m4aj5apvwjays5j/153.2-Coloncancer-3051cases-382756controls.mh.pdf?dl=0
153.3	"2,095"	"382,756"	"24,110"	"Malignant neoplasm of rectum, rectosigmoid junction, and anus"	neoplasms	wget https://www.dropbox.com/s/yjl027ehg6u7url/PheCode_153.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/9j8hh1v0onqkij4/153.3-Malignantneoplasmofrectum-rectosigmoidjunction-andanus-2095cases-382756controls.qq.pdf?dl=0	https://www.dropbox.com/s/9j8hh1v0onqkij4/153.3-Malignantneoplasmofrectum-rectosigmoidjunction-andanus-2095cases-382756controls.qq.pdf?dl=0	https://www.dropbox.com/s/jykbsmh458n8wgq/153.3-Malignantneoplasmofrectum-rectosigmoidjunction-andanus-2095cases-382756controls.mh.pdf?dl=0	https://www.dropbox.com/s/jykbsmh458n8wgq/153.3-Malignantneoplasmofrectum-rectosigmoidjunction-andanus-2095cases-382756controls.mh.pdf?dl=0
155	344	"393,372"	"15,245"	Cancer of liver and intrahepatic bile duct	neoplasms	wget https://www.dropbox.com/s/rdop1l4whve7j46/PheCode_155_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/5metqpcpi73ahfc/155-Cancerofliverandintrahepaticbileduct-344cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/5metqpcpi73ahfc/155-Cancerofliverandintrahepaticbileduct-344cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/pyn4fhdp02yp3v7/155-Cancerofliverandintrahepaticbileduct-344cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/pyn4fhdp02yp3v7/155-Cancerofliverandintrahepaticbileduct-344cases-393372controls.mh.pdf?dl=0
155.1	141	"393,372"	"15,448"	"Malignant neoplasm of liver, primary"	neoplasms	wget https://www.dropbox.com/s/h8d9sldk4z4lm5e/PheCode_155.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/14gkih50n8bdf5y/155.1-Malignantneoplasmofliver-primary-141cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/14gkih50n8bdf5y/155.1-Malignantneoplasmofliver-primary-141cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/ealpxo3rrjoixl7/155.1-Malignantneoplasmofliver-primary-141cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/ealpxo3rrjoixl7/155.1-Malignantneoplasmofliver-primary-141cases-393372controls.mh.pdf?dl=0
157	589	"393,372"	"15,000"	Pancreatic cancer	neoplasms	wget https://www.dropbox.com/s/72gavmth7jcu0a0/PheCode_157_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/c9nc7xkia2kgic5/157-Pancreaticcancer-589cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/c9nc7xkia2kgic5/157-Pancreaticcancer-589cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/u1gn6on5pnp5qne/157-Pancreaticcancer-589cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/u1gn6on5pnp5qne/157-Pancreaticcancer-589cases-393372controls.mh.pdf?dl=0
158	"1,056"	"393,372"	"14,533"	Neoplasm of unspecified nature of digestive system	neoplasms	wget https://www.dropbox.com/s/3x8fby6iy2fg4hg/PheCode_158_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/t3f3o65xpffi2oo/158-Neoplasmofunspecifiednatureofdigestivesystem-1056cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/t3f3o65xpffi2oo/158-Neoplasmofunspecifiednatureofdigestivesystem-1056cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/df2argp3qlfzrq9/158-Neoplasmofunspecifiednatureofdigestivesystem-1056cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/df2argp3qlfzrq9/158-Neoplasmofunspecifiednatureofdigestivesystem-1056cases-393372controls.mh.pdf?dl=0
159	"5,584"	"393,372"	"10,005"	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	neoplasms	wget https://www.dropbox.com/s/z7tg2ato2dy4hxp/PheCode_159_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/skzg1rku1pzskzm/159-Malignantneoplasmofotherandill-definedsiteswithinthedigestiveorgansandperitoneum-5584cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/skzg1rku1pzskzm/159-Malignantneoplasmofotherandill-definedsiteswithinthedigestiveorgansandperitoneum-5584cases-393372controls.qq.pdf?dl=0	https://www.dropbox.com/s/cexa3wq9093duph/159-Malignantneoplasmofotherandill-definedsiteswithinthedigestiveorgansandperitoneum-5584cases-393372controls.mh.pdf?dl=0	https://www.dropbox.com/s/cexa3wq9093duph/159-Malignantneoplasmofotherandill-definedsiteswithinthedigestiveorgansandperitoneum-5584cases-393372controls.mh.pdf?dl=0
