Phenotype Code	Phenotype Description	UK Biobank Data Showcase Link	Sex	File	wget command	Dropbox File
100920_2109	Type milk consumed: powdered milk	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100920	both_sexes	100920_2109.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/y49bgo817acvhzp/100920_2109.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 100920_2109.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/y49bgo817acvhzp/100920_2109.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
100920_2110	Type milk consumed: cholesterol lowering milk	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100920	both_sexes	100920_2110.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/pk396nsczz671a0/100920_2110.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 100920_2110.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/pk396nsczz671a0/100920_2110.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
100920_2199	Type milk consumed: other type of milk	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100920	both_sexes	100920_2199.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yxyq71qxyjae1sc/100920_2199.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 100920_2199.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yxyq71qxyjae1sc/100920_2199.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
100940	Bread consumed	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100940	both_sexes	100940.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/byahyso9i6au8er/100940.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 100940.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/byahyso9i6au8er/100940.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1011	Frequency of light DIY in last 4 weeks	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1011	both_sexes	1011.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/i6k20pw1yt9cvqc/1011.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1011.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/i6k20pw1yt9cvqc/1011.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102_raw	Pulse rate, automated reading	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102	both_sexes	102_raw.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hql1nflnkrk863p/102_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102_raw.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hql1nflnkrk863p/102_raw.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102080	Yogurt/ice-cream consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102080	both_sexes	102080.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/8qab67sbzduglcm/102080.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102080.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/8qab67sbzduglcm/102080.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1021	Duration of light DIY	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1021	both_sexes	1021.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/nf4azfxeo1u50gq/1021.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1021.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/nf4azfxeo1u50gq/1021.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102130	Dessert consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102130	both_sexes	102130.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/o9s0pq11byc0ycn/102130.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102130.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/o9s0pq11byc0ycn/102130.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102190	Cake intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102190	both_sexes	102190.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9q3lhjh403ot0f2/102190.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102190.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9q3lhjh403ot0f2/102190.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102250	Sweet snack consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102250	both_sexes	102250.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/zmivpo0b9s0acka/102250.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102250.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/zmivpo0b9s0acka/102250.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102280	Milk chocolate intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102280	both_sexes	102280.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/nh6hcgkvq873apj/102280.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102280.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/nh6hcgkvq873apj/102280.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102290	Dark chocolate intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102290	both_sexes	102290.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ntn5k19vbkwhx1q/102290.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102290.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ntn5k19vbkwhx1q/102290.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102330	Sweets intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102330	both_sexes	102330.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/fcjt3piv31kio6q/102330.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102330.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/fcjt3piv31kio6q/102330.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102360	Sweet biscuits intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102360	both_sexes	102360.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/lm5cx0tje98ly9r/102360.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102360.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/lm5cx0tje98ly9r/102360.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102400	Savoury snack consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102400	both_sexes	102400.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1f0kf6jiaakeuw8/102400.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102400.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1f0kf6jiaakeuw8/102400.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102440	Unsalted nuts intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102440	both_sexes	102440.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/b1r4cw2rij2u4dl/102440.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102440.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/b1r4cw2rij2u4dl/102440.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102460	Crisp intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102460	both_sexes	102460.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/rrol55tzre2em8k/102460.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102460.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/rrol55tzre2em8k/102460.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102700	Starchy food consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102700	both_sexes	102700.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1uy2d0m3scywsz2/102700.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102700.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1uy2d0m3scywsz2/102700.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102800	Cheese consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102800	both_sexes	102800.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1e8czoelt4stmzv/102800.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102800.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1e8czoelt4stmzv/102800.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102820	Hard cheese intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102820	both_sexes	102820.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/wbp52a9wdhuv0rb/102820.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102820.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/wbp52a9wdhuv0rb/102820.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102830	Soft cheese intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102830	both_sexes	102830.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/uhu977l2niya6wr/102830.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102830.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/uhu977l2niya6wr/102830.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102840	Blue cheese intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102840	both_sexes	102840.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/xuyppoq5qb4mvee/102840.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102840.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/xuyppoq5qb4mvee/102840.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
102930	Egg consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=102930	both_sexes	102930.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/b7lyc71ep5gkl8o/102930.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 102930.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/b7lyc71ep5gkl8o/102930.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103000	Meat consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103000	both_sexes	103000.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/msvyu8x44uu5srk/103000.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103000.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/msvyu8x44uu5srk/103000.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103020	Beef intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103020	both_sexes	103020.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ebr84p6cayqv793/103020.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103020.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ebr84p6cayqv793/103020.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103060	Poultry intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103060	both_sexes	103060.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/64gr2po8565pgv2/103060.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103060.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/64gr2po8565pgv2/103060.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103070	Bacon intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103070	both_sexes	103070.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/kj7nd6twb9bszut/103070.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103070.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/kj7nd6twb9bszut/103070.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1031	Frequency of friend/family visits	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1031	both_sexes	1031.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/5d4obg43etq2pn7/1031.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1031.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/5d4obg43etq2pn7/1031.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103120	Fat removed from meat	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103120	both_sexes	103120.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/x011f1wj8pp6k4b/103120.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103120.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/x011f1wj8pp6k4b/103120.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103130	Skin removed from poultry	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103130	both_sexes	103130.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hfj560oghn8yrmp/103130.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103130.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hfj560oghn8yrmp/103130.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103140	Fish consumer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103140	both_sexes	103140.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/idze88qclxkkee4/103140.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103140.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/idze88qclxkkee4/103140.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103250	Vegetarian alternatives intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103250	both_sexes	103250.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/64psaibol8zgdy9/103250.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103250.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/64psaibol8zgdy9/103250.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
103990	Vegetable consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=103990	both_sexes	103990.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/55s7ju3rgmszl32/103990.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 103990.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/55s7ju3rgmszl32/103990.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104020	Fried potatoes intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104020	both_sexes	104020.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/jd7av6089o9ya6v/104020.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104020.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/jd7av6089o9ya6v/104020.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104090	Side salad intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104090	both_sexes	104090.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/euctd8tc9c4prsj/104090.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104090.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/euctd8tc9c4prsj/104090.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104170	Carrot intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104170	both_sexes	104170.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/rab65e0zbzmhb8z/104170.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104170.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/rab65e0zbzmhb8z/104170.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104210	Cucumber intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104210	both_sexes	104210.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/7wcj37gbvvdqhcl/104210.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104210.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/7wcj37gbvvdqhcl/104210.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104240	Lettuce intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104240	both_sexes	104240.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/t6dapb8ydfs390g/104240.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104240.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/t6dapb8ydfs390g/104240.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104290	Sweet pepper intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104290	both_sexes	104290.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/rwvmi8fxqc6frlk/104290.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104290.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/rwvmi8fxqc6frlk/104290.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104340	Fresh tomato intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104340	both_sexes	104340.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/qj8lsm8fapkif2s/104340.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104340.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/qj8lsm8fapkif2s/104340.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104400	Fruit consumers	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104400	both_sexes	104400.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/0xccipcs6hlg8wx/104400.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104400.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/0xccipcs6hlg8wx/104400.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104450	Apple intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104450	both_sexes	104450.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yy3a6eyfabmurev/104450.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104450.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yy3a6eyfabmurev/104450.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104460	Banana intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104460	both_sexes	104460.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/l4fqmat6bk5fxqb/104460.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104460.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/l4fqmat6bk5fxqb/104460.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104530	Orange intake	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104530	both_sexes	104530.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/r2vsh2d89zwdebc/104530.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104530.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/r2vsh2d89zwdebc/104530.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104670	Vitamin supplement user	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104670	both_sexes	104670.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/aljsnj8gjt09jsi/104670.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104670.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/aljsnj8gjt09jsi/104670.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104900	Time spent doing vigorous physical activity	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104900	both_sexes	104900.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/lzomwuijmssb5im/104900.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104900.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/lzomwuijmssb5im/104900.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104910	Time spent doing moderate physical activity	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104910	both_sexes	104910.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/56opiss6jgdsg1x/104910.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104910.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/56opiss6jgdsg1x/104910.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
104920	Time spent doing light physical activity	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104920	both_sexes	104920.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yk86dps8ad86rrk/104920.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 104920.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yk86dps8ad86rrk/104920.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1050	Time spend outdoors in summer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1050	both_sexes	1050.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/95qlwejg9wa81j8/1050.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1050.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/95qlwejg9wa81j8/1050.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1060	Time spent outdoors in winter	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1060	both_sexes	1060.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/h8q4wd284gqrkzu/1060.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1060.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/h8q4wd284gqrkzu/1060.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1070	Time spent watching television (TV)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1070	both_sexes	1070.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/lrbtdmcr4nqfrph/1070.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1070.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/lrbtdmcr4nqfrph/1070.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1080	Time spent using computer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1080	both_sexes	1080.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/vsfzxc4kgzph32u/1080.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1080.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/vsfzxc4kgzph32u/1080.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1090	Time spent driving	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1090	both_sexes	1090.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/llwout2bjddxmmi/1090.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1090.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/llwout2bjddxmmi/1090.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1100	Drive faster than motorway speed limit	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1100	both_sexes	1100.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/6rkm50f8zib90d2/1100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1100.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/6rkm50f8zib90d2/1100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
110001	Invitation to complete online 24-hour recall dietary questionnaire, acceptance	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=110001	both_sexes	110001.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/mvyaikwo78tir3e/110001.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 110001.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/mvyaikwo78tir3e/110001.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1110	Length of mobile phone use	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1110	both_sexes	1110.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/gfsuoifz9no2g03/1110.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1110.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/gfsuoifz9no2g03/1110.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1120	Weekly usage of mobile phone in last 3 months	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1120	both_sexes	1120.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/gpu1ovweuovqmo0/1120.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1120.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/gpu1ovweuovqmo0/1120.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
1130	Hands-free device/speakerphone use with mobile phone in last 3 month	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1130	both_sexes	1130.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/lez5y9clu954421/1130.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 1130.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/lez5y9clu954421/1130.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
